sentence_id,words,labels
24653,1994-2-1,B-TIM
24654,1981-7-5,B-TIM
24655,1991-1-25,B-TIM
24656,2013-6-19,B-TIM
24657,1984-5-18,B-TIM
24658,1985-11-18,B-TIM
24659,2011-7-1,B-TIM
24660,2018-12-17,B-TIM
24661,2011-7-13,B-TIM
24662,1981-3-13,B-TIM
24663,1990-8-15,B-TIM
24664,2020-5-5,B-TIM
24665,2003-10-15,B-TIM
24666,2015-1-15,B-TIM
24667,2010-10-11,B-TIM
24668,2012-2-5,B-TIM
24669,1987-10-17,B-TIM
24670,1981-1-15,B-TIM
24671,1994-11-30,B-TIM
24672,1994-10-31,B-TIM
24673,1995-11-5,B-TIM
24674,1990-8-28,B-TIM
24675,2003-11-4,B-TIM
24676,2007-10-11,B-TIM
24677,1982-4-16,B-TIM
24678,1992-11-3,B-TIM
24679,1996-9-25,B-TIM
24680,1986-6-4,B-TIM
24681,1990-8-11,B-TIM
24682,1984-9-16,B-TIM
24683,1980-5-5,B-TIM
24684,2011-8-7,B-TIM
24685,1984-4-23,B-TIM
24686,1985-10-22,B-TIM
24687,2016-12-2,B-TIM
24688,2008-1-2,B-TIM
24689,1980-3-28,B-TIM
24690,1991-12-20,B-TIM
24691,1994-5-4,B-TIM
24692,1994-9-16,B-TIM
24693,2001-8-30,B-TIM
24694,1998-8-24,B-TIM
24695,1991-12-28,B-TIM
24696,1990-2-22,B-TIM
24697,2011-2-4,B-TIM
24698,2014-3-12,B-TIM
24699,1983-9-23,B-TIM
24700,1988-3-12,B-TIM
24701,2016-3-18,B-TIM
24702,2002-1-7,B-TIM
24703,1980-11-21,B-TIM
24704,2015-9-5,B-TIM
24705,1984-2-24,B-TIM
24706,1986-6-14,B-TIM
24707,1995-6-31,B-TIM
24708,2004-5-7,B-TIM
24709,2019-7-30,B-TIM
24710,1996-3-29,B-TIM
24711,1992-10-6,B-TIM
24712,2003-11-26,B-TIM
24713,2007-1-18,B-TIM
24714,1988-9-10,B-TIM
24715,2012-12-7,B-TIM
24716,2007-9-24,B-TIM
24717,2013-6-23,B-TIM
24718,1992-3-14,B-TIM
24719,1990-7-22,B-TIM
24720,1985-3-21,B-TIM
24721,1998-8-5,B-TIM
24722,1991-10-25,B-TIM
24723,1998-2-7,B-TIM
24724,2007-6-10,B-TIM
24725,2000-8-14,B-TIM
24726,1981-6-10,B-TIM
24727,2010-3-9,B-TIM
24728,1994-2-16,B-TIM
24729,1980-2-5,B-TIM
24730,2018-4-10,B-TIM
24731,1999-2-20,B-TIM
24732,1991-7-30,B-TIM
24733,2010-4-23,B-TIM
24734,1999-3-14,B-TIM
24735,2009-2-23,B-TIM
24736,1980-7-28,B-TIM
24737,2014-2-14,B-TIM
24738,2015-1-23,B-TIM
24739,1980-6-29,B-TIM
24740,1993-12-5,B-TIM
24741,1996-7-31,B-TIM
24742,1984-11-4,B-TIM
24743,1984-4-29,B-TIM
24744,1982-3-16,B-TIM
24745,2003-11-14,B-TIM
24746,1990-11-24,B-TIM
24747,1982-8-4,B-TIM
24748,2017-6-4,B-TIM
24749,2017-11-24,B-TIM
24750,1995-7-27,B-TIM
24751,2018-11-8,B-TIM
24752,2018-9-25,B-TIM
24753,2008-5-30,B-TIM
24754,2003-5-30,B-TIM
24755,1991-4-18,B-TIM
24756,2003-8-19,B-TIM
24757,2020-7-7,B-TIM
24758,1987-5-1,B-TIM
24759,2010-1-23,B-TIM
24760,2010-2-26,B-TIM
24761,2011-2-3,B-TIM
24762,2008-12-13,B-TIM
24763,1980-9-30,B-TIM
24764,2017-6-21,B-TIM
24765,1990-10-5,B-TIM
24766,1995-3-18,B-TIM
24767,1987-2-16,B-TIM
24768,2008-5-4,B-TIM
24769,1988-12-3,B-TIM
24770,1990-7-20,B-TIM
24771,1980-5-23,B-TIM
24772,2020-11-14,B-TIM
24773,1984-1-23,B-TIM
24774,2002-2-20,B-TIM
24775,1997-10-12,B-TIM
24776,1993-1-24,B-TIM
24777,2012-11-14,B-TIM
24778,1984-5-8,B-TIM
24779,1998-6-8,B-TIM
24780,2014-10-14,B-TIM
24781,2016-9-3,B-TIM
24782,2012-2-8,B-TIM
24783,2008-9-16,B-TIM
24784,2006-8-24,B-TIM
24785,1991-5-15,B-TIM
24786,1994-11-28,B-TIM
24787,2002-12-18,B-TIM
24788,2020-5-9,B-TIM
24789,2004-8-11,B-TIM
24790,2011-8-21,B-TIM
24791,2009-3-28,B-TIM
24792,1995-12-4,B-TIM
24793,1980-5-12,B-TIM
24794,1989-10-23,B-TIM
24795,2015-6-2,B-TIM
24796,1998-5-10,B-TIM
24797,1998-1-12,B-TIM
24798,2015-1-25,B-TIM
24799,1999-7-10,B-TIM
24800,1990-12-2,B-TIM
24801,1990-6-3,B-TIM
24802,1996-5-3,B-TIM
24803,1980-1-4,B-TIM
24804,1997-2-13,B-TIM
24805,1998-8-23,B-TIM
24806,1985-7-16,B-TIM
24807,2007-10-30,B-TIM
24808,2004-6-5,B-TIM
24809,2011-1-29,B-TIM
24810,1984-7-26,B-TIM
24811,1998-11-8,B-TIM
24812,1998-3-21,B-TIM
24813,1991-9-16,B-TIM
24814,1988-9-19,B-TIM
24815,2006-8-8,B-TIM
24816,2007-8-26,B-TIM
24817,2020-12-15,B-TIM
24818,1988-11-17,B-TIM
24819,2018-7-27,B-TIM
24820,2012-2-25,B-TIM
24821,2005-2-16,B-TIM
24822,1985-8-9,B-TIM
24823,1981-8-21,B-TIM
24824,1988-6-24,B-TIM
24825,2012-9-2,B-TIM
24826,1999-3-24,B-TIM
24827,1996-2-25,B-TIM
24828,1997-9-11,B-TIM
24829,2005-7-31,B-TIM
24830,1996-3-13,B-TIM
24831,2012-9-16,B-TIM
24832,1987-4-12,B-TIM
24833,2019-7-13,B-TIM
24834,2019-4-29,B-TIM
24835,2010-6-26,B-TIM
24836,2001-1-20,B-TIM
24837,1992-6-24,B-TIM
24838,1984-3-15,B-TIM
24839,2016-7-10,B-TIM
24840,1981-12-31,B-TIM
24841,2004-5-23,B-TIM
24842,1997-10-2,B-TIM
24843,1994-11-8,B-TIM
24844,1998-5-11,B-TIM
24845,1982-3-23,B-TIM
24846,2015-11-24,B-TIM
24847,1996-12-9,B-TIM
24848,2017-9-24,B-TIM
24849,1986-9-7,B-TIM
24850,2017-2-31,B-TIM
24851,2008-3-12,B-TIM
24852,1982-2-5,B-TIM
24853,2014-1-26,B-TIM
24854,1984-5-26,B-TIM
24855,1991-12-9,B-TIM
24856,2004-2-22,B-TIM
24857,2000-8-31,B-TIM
24858,2006-9-30,B-TIM
24859,1994-9-31,B-TIM
24860,2000-6-29,B-TIM
24861,2004-5-10,B-TIM
24862,1983-10-15,B-TIM
24863,2016-11-27,B-TIM
24864,1987-6-30,B-TIM
24865,2015-1-30,B-TIM
24866,1983-10-29,B-TIM
24867,1995-7-21,B-TIM
24868,2006-7-2,B-TIM
24869,2019-9-9,B-TIM
24870,1989-5-31,B-TIM
24871,1988-3-28,B-TIM
24872,1990-9-12,B-TIM
24873,1992-11-16,B-TIM
24874,1987-10-11,B-TIM
24875,1982-3-27,B-TIM
24876,2005-9-3,B-TIM
24877,2007-1-16,B-TIM
24878,1986-9-1,B-TIM
24879,2005-10-3,B-TIM
24880,2018-2-10,B-TIM
24881,1994-6-6,B-TIM
24882,2004-9-10,B-TIM
24883,1993-10-4,B-TIM
24884,1994-6-15,B-TIM
24885,1988-9-28,B-TIM
24886,1995-8-31,B-TIM
24887,2016-5-6,B-TIM
24888,1987-8-2,B-TIM
24889,1990-8-22,B-TIM
24890,1980-4-11,B-TIM
24891,2004-5-7,B-TIM
24892,1985-4-29,B-TIM
24893,2018-7-15,B-TIM
24894,1984-8-15,B-TIM
24895,2010-1-18,B-TIM
24896,1989-7-11,B-TIM
24897,2016-6-29,B-TIM
24898,2016-7-26,B-TIM
24899,2018-7-3,B-TIM
24900,2007-4-6,B-TIM
24901,1998-11-12,B-TIM
24902,1986-11-20,B-TIM
24903,1992-5-25,B-TIM
24904,1991-9-21,B-TIM
24905,2018-8-29,B-TIM
24906,1980-8-27,B-TIM
24907,2001-8-31,B-TIM
24908,2005-7-1,B-TIM
24909,2009-6-12,B-TIM
24910,1985-9-27,B-TIM
24911,2015-9-12,B-TIM
24912,1986-8-16,B-TIM
24913,2014-11-11,B-TIM
24914,2014-9-12,B-TIM
24915,2016-3-16,B-TIM
24916,2010-11-11,B-TIM
24917,2020-1-19,B-TIM
24918,2000-3-25,B-TIM
24919,2000-9-3,B-TIM
24920,2018-2-8,B-TIM
24921,1989-7-31,B-TIM
24922,2019-1-24,B-TIM
24923,2008-11-1,B-TIM
24924,1983-6-31,B-TIM
24925,1997-8-30,B-TIM
24926,2010-10-20,B-TIM
24927,2014-8-18,B-TIM
24928,2016-11-18,B-TIM
24929,1986-5-6,B-TIM
24930,1985-1-28,B-TIM
24931,2018-6-27,B-TIM
24932,2016-1-16,B-TIM
24933,2016-6-7,B-TIM
24934,2006-12-28,B-TIM
24935,2007-11-7,B-TIM
24936,1982-8-31,B-TIM
24937,2007-11-29,B-TIM
24938,2003-4-19,B-TIM
24939,1984-12-4,B-TIM
24940,1980-8-14,B-TIM
24941,2008-5-31,B-TIM
24942,1980-7-19,B-TIM
24943,2019-3-25,B-TIM
24944,2003-10-1,B-TIM
24945,2004-7-5,B-TIM
24946,2003-10-19,B-TIM
24947,2013-5-11,B-TIM
24948,1992-1-3,B-TIM
24949,2020-1-12,B-TIM
24950,2018-3-3,B-TIM
24951,2005-9-27,B-TIM
24952,2015-10-27,B-TIM
24953,1999-1-18,B-TIM
24954,1997-10-8,B-TIM
24955,1986-10-1,B-TIM
24956,1999-8-19,B-TIM
24957,2013-7-30,B-TIM
24958,1984-7-15,B-TIM
24959,2016-9-17,B-TIM
24960,1992-12-11,B-TIM
24961,1981-8-5,B-TIM
24962,2015-12-20,B-TIM
24963,2008-12-2,B-TIM
24964,2020-1-1,B-TIM
24965,1996-1-15,B-TIM
24966,2014-3-22,B-TIM
24967,1985-1-31,B-TIM
24968,1991-2-6,B-TIM
24969,1988-3-30,B-TIM
24970,1995-4-13,B-TIM
24971,1998-7-5,B-TIM
24972,1993-9-7,B-TIM
24973,2016-10-10,B-TIM
24974,2018-5-30,B-TIM
24975,2015-1-22,B-TIM
24976,2001-5-29,B-TIM
24977,1982-4-4,B-TIM
24978,2011-6-14,B-TIM
24979,2006-3-23,B-TIM
24980,1990-7-23,B-TIM
24981,2010-1-15,B-TIM
24982,1983-11-25,B-TIM
24983,1998-6-24,B-TIM
24984,1991-6-5,B-TIM
24985,2001-9-13,B-TIM
24986,1999-9-9,B-TIM
24987,2014-3-17,B-TIM
24988,1988-1-6,B-TIM
24989,1991-9-29,B-TIM
24990,2002-1-17,B-TIM
24991,2017-11-5,B-TIM
24992,2002-7-10,B-TIM
24993,2001-1-19,B-TIM
24994,2012-5-2,B-TIM
24995,2001-11-9,B-TIM
24996,1982-6-24,B-TIM
24997,2013-3-12,B-TIM
24998,1988-11-3,B-TIM
24999,2011-7-6,B-TIM
25000,1984-12-28,B-TIM
25001,1999-5-8,B-TIM
25002,1998-11-11,B-TIM
25003,2000-7-29,B-TIM
25004,2002-10-25,B-TIM
25005,2004-5-24,B-TIM
25006,2019-4-1,B-TIM
25007,1991-6-9,B-TIM
25008,1995-3-7,B-TIM
25009,2000-8-4,B-TIM
25010,1982-6-15,B-TIM
25011,2003-3-25,B-TIM
25012,2011-9-22,B-TIM
25013,1983-11-19,B-TIM
25014,1982-5-15,B-TIM
25015,1998-5-19,B-TIM
25016,2000-9-25,B-TIM
25017,2003-9-19,B-TIM
25018,2013-7-25,B-TIM
25019,2007-5-6,B-TIM
25020,2020-3-5,B-TIM
25021,2000-5-13,B-TIM
25022,1992-9-27,B-TIM
25023,1988-7-7,B-TIM
25024,2015-7-17,B-TIM
25025,2002-5-23,B-TIM
25026,2015-2-30,B-TIM
25027,1992-3-3,B-TIM
25028,2006-6-6,B-TIM
25029,2009-12-26,B-TIM
25030,2011-8-20,B-TIM
25031,2018-1-13,B-TIM
25032,2012-1-24,B-TIM
25033,2011-9-27,B-TIM
25034,1981-9-19,B-TIM
25035,2009-10-13,B-TIM
25036,1995-9-9,B-TIM
25037,1989-9-28,B-TIM
25038,2019-6-12,B-TIM
25039,1986-6-28,B-TIM
25040,2014-9-15,B-TIM
25041,1981-2-28,B-TIM
25042,1996-8-14,B-TIM
25043,1992-9-1,B-TIM
25044,2004-6-4,B-TIM
25045,1991-8-3,B-TIM
25046,1993-7-1,B-TIM
25047,1997-2-14,B-TIM
25048,1985-6-13,B-TIM
25049,1985-3-26,B-TIM
25050,1989-10-14,B-TIM
25051,1996-10-25,B-TIM
25052,1988-12-20,B-TIM
25053,1981-12-23,B-TIM
25054,1996-8-26,B-TIM
25055,1983-8-3,B-TIM
25056,1989-3-19,B-TIM
25057,1983-10-23,B-TIM
25058,1984-4-4,B-TIM
25059,2002-11-18,B-TIM
25060,2016-10-21,B-TIM
25061,1988-10-22,B-TIM
25062,2014-6-1,B-TIM
25063,2019-6-2,B-TIM
25064,1985-10-25,B-TIM
25065,2008-12-22,B-TIM
25066,2020-3-14,B-TIM
25067,2008-7-22,B-TIM
25068,2009-3-3,B-TIM
25069,2005-2-22,B-TIM
25070,2020-12-1,B-TIM
25071,2013-7-3,B-TIM
25072,1997-4-11,B-TIM
25073,1994-1-15,B-TIM
25074,2006-6-28,B-TIM
25075,2008-6-4,B-TIM
25076,2016-3-5,B-TIM
25077,2006-5-21,B-TIM
25078,1999-7-31,B-TIM
25079,1994-6-14,B-TIM
25080,1981-5-4,B-TIM
25081,1991-3-19,B-TIM
25082,1986-1-6,B-TIM
25083,2000-3-19,B-TIM
25084,1991-9-28,B-TIM
25085,1983-2-28,B-TIM
25086,2017-10-14,B-TIM
25087,2017-8-7,B-TIM
25088,2005-5-11,B-TIM
25089,1993-1-14,B-TIM
25090,2013-10-24,B-TIM
25091,1989-1-19,B-TIM
25092,2003-6-1,B-TIM
25093,1989-8-10,B-TIM
25094,1995-12-24,B-TIM
25095,2007-10-10,B-TIM
25096,1999-5-13,B-TIM
25097,2015-8-21,B-TIM
25098,2007-1-12,B-TIM
25099,2010-12-14,B-TIM
25100,2000-4-11,B-TIM
25101,1993-10-7,B-TIM
25102,2009-6-20,B-TIM
25103,2016-5-18,B-TIM
25104,1980-11-1,B-TIM
25105,2008-11-2,B-TIM
25106,1993-8-2,B-TIM
25107,2003-5-22,B-TIM
25108,2004-11-24,B-TIM
25109,2008-4-7,B-TIM
25110,2020-11-6,B-TIM
25111,2017-12-4,B-TIM
25112,1991-5-16,B-TIM
25113,1999-10-6,B-TIM
25114,1987-3-9,B-TIM
25115,2010-12-9,B-TIM
25116,2010-9-17,B-TIM
25117,2017-1-4,B-TIM
25118,2015-10-31,B-TIM
25119,1981-8-28,B-TIM
25120,2017-10-25,B-TIM
25121,2002-5-11,B-TIM
25122,1992-3-11,B-TIM
25123,1982-7-5,B-TIM
25124,2013-10-13,B-TIM
25125,1983-6-3,B-TIM
25126,1996-6-26,B-TIM
25127,1983-2-7,B-TIM
25128,1980-3-17,B-TIM
25129,2014-8-20,B-TIM
25130,1990-8-11,B-TIM
25131,2000-9-22,B-TIM
25132,1993-4-2,B-TIM
25133,2007-3-1,B-TIM
25134,2005-5-28,B-TIM
25135,1997-4-2,B-TIM
25136,1984-8-21,B-TIM
25137,1988-2-26,B-TIM
25138,1989-11-23,B-TIM
25139,1990-3-22,B-TIM
25140,1994-6-8,B-TIM
25141,2001-11-18,B-TIM
25142,1983-11-28,B-TIM
25143,2009-2-23,B-TIM
25144,2009-6-8,B-TIM
25145,2013-4-20,B-TIM
25146,1984-5-22,B-TIM
25147,2002-7-23,B-TIM
25148,1991-12-3,B-TIM
25149,1987-8-23,B-TIM
25150,1983-3-10,B-TIM
25151,2012-1-8,B-TIM
25152,2012-10-29,B-TIM
25153,2007-9-15,B-TIM
25154,2009-6-23,B-TIM
25155,2015-9-23,B-TIM
25156,1989-4-17,B-TIM
25157,1999-4-25,B-TIM
25158,1983-5-21,B-TIM
25159,1995-5-27,B-TIM
25160,2008-7-24,B-TIM
25161,1988-8-1,B-TIM
25162,2002-10-6,B-TIM
25163,1981-2-25,B-TIM
25164,1982-7-29,B-TIM
25165,2020-8-23,B-TIM
25166,2014-1-9,B-TIM
25167,2011-6-15,B-TIM
25168,1981-7-12,B-TIM
25169,2019-1-4,B-TIM
25170,2018-3-25,B-TIM
25171,2005-12-1,B-TIM
25172,1998-9-13,B-TIM
25173,2006-12-17,B-TIM
25174,2017-4-30,B-TIM
25175,1994-3-21,B-TIM
25176,1998-3-16,B-TIM
25177,1993-7-1,B-TIM
25178,1990-9-27,B-TIM
25179,1990-12-12,B-TIM
25180,1996-11-26,B-TIM
25181,1998-12-26,B-TIM
25182,1981-10-4,B-TIM
25183,1994-7-20,B-TIM
25184,2005-10-20,B-TIM
25185,2001-10-26,B-TIM
25186,2015-11-14,B-TIM
25187,2014-4-15,B-TIM
25188,1980-7-15,B-TIM
25189,1996-3-28,B-TIM
25190,1982-12-20,B-TIM
25191,2014-6-29,B-TIM
25192,1999-10-21,B-TIM
25193,1987-8-4,B-TIM
25194,2004-3-28,B-TIM
25195,2018-3-4,B-TIM
25196,1988-5-18,B-TIM
25197,2008-9-30,B-TIM
25198,2018-9-10,B-TIM
25199,2015-6-30,B-TIM
25200,1989-6-3,B-TIM
25201,1996-11-22,B-TIM
25202,1999-3-21,B-TIM
25203,2001-5-26,B-TIM
25204,2010-3-31,B-TIM
25205,1993-11-20,B-TIM
25206,2000-4-26,B-TIM
25207,2018-12-31,B-TIM
25208,1991-4-2,B-TIM
25209,2006-9-27,B-TIM
25210,2004-6-25,B-TIM
25211,1981-7-11,B-TIM
25212,2004-12-21,B-TIM
25213,1993-3-3,B-TIM
25214,2002-11-3,B-TIM
25215,1986-8-22,B-TIM
25216,1985-10-25,B-TIM
25217,2011-6-4,B-TIM
25218,1986-6-7,B-TIM
25219,2020-6-28,B-TIM
25220,1980-10-11,B-TIM
25221,1986-7-9,B-TIM
25222,1996-12-8,B-TIM
25223,1985-1-6,B-TIM
25224,2002-6-28,B-TIM
25225,2019-1-6,B-TIM
25226,1981-7-15,B-TIM
25227,2001-10-11,B-TIM
25228,1987-11-31,B-TIM
25229,1999-2-28,B-TIM
25230,1993-7-19,B-TIM
25231,1985-2-24,B-TIM
25232,2007-5-19,B-TIM
25233,2010-10-28,B-TIM
25234,1990-2-1,B-TIM
25235,1993-2-26,B-TIM
25236,2018-8-27,B-TIM
25237,1996-12-6,B-TIM
25238,1983-10-8,B-TIM
25239,1986-9-11,B-TIM
25240,1988-7-12,B-TIM
25241,1985-3-16,B-TIM
25242,1982-12-10,B-TIM
25243,1982-5-24,B-TIM
25244,2013-10-4,B-TIM
25245,2004-7-16,B-TIM
25246,1999-8-30,B-TIM
25247,1981-8-30,B-TIM
25248,1988-6-16,B-TIM
25249,1980-12-11,B-TIM
25250,1999-9-23,B-TIM
25251,2000-2-30,B-TIM
25252,2017-8-7,B-TIM
25253,1994-7-12,B-TIM
25254,1992-9-18,B-TIM
25255,1994-7-3,B-TIM
25256,1989-4-16,B-TIM
25257,1987-11-4,B-TIM
25258,1991-12-18,B-TIM
25259,1999-5-28,B-TIM
25260,2014-12-29,B-TIM
25261,1982-11-11,B-TIM
25262,1995-6-14,B-TIM
25263,1981-6-11,B-TIM
25264,1986-2-11,B-TIM
25265,2015-1-16,B-TIM
25266,2003-11-14,B-TIM
25267,1995-6-28,B-TIM
25268,1980-1-2,B-TIM
25269,1983-2-8,B-TIM
25270,1994-8-25,B-TIM
25271,1989-3-31,B-TIM
25272,1982-7-1,B-TIM
25273,1999-5-27,B-TIM
25274,1998-11-29,B-TIM
25275,2008-10-21,B-TIM
25276,2020-4-12,B-TIM
25277,2019-3-23,B-TIM
25278,1996-8-2,B-TIM
25279,2016-2-13,B-TIM
25280,1992-9-1,B-TIM
25281,1994-2-8,B-TIM
25282,1989-8-7,B-TIM
25283,2017-1-6,B-TIM
25284,2006-8-5,B-TIM
25285,2002-6-29,B-TIM
25286,2018-3-14,B-TIM
25287,1980-12-17,B-TIM
25288,1983-1-2,B-TIM
25289,2005-10-28,B-TIM
25290,1996-3-9,B-TIM
25291,2005-2-2,B-TIM
25292,2014-6-16,B-TIM
25293,1987-8-23,B-TIM
25294,2008-12-17,B-TIM
25295,2014-2-2,B-TIM
25296,2020-1-15,B-TIM
25297,1994-6-24,B-TIM
25298,2001-3-11,B-TIM
25299,2008-2-3,B-TIM
25300,2014-5-12,B-TIM
25301,1986-6-3,B-TIM
25302,2003-2-3,B-TIM
25303,1998-8-23,B-TIM
25304,1994-3-19,B-TIM
25305,1986-5-15,B-TIM
25306,2003-7-14,B-TIM
25307,2003-5-10,B-TIM
25308,1993-1-16,B-TIM
25309,2000-4-17,B-TIM
25310,2010-6-7,B-TIM
25311,2013-11-19,B-TIM
25312,1998-9-5,B-TIM
25313,2011-3-17,B-TIM
25314,2000-5-19,B-TIM
25315,1981-2-13,B-TIM
25316,1988-7-22,B-TIM
25317,1998-8-25,B-TIM
25318,2012-10-18,B-TIM
25319,1994-2-22,B-TIM
25320,2018-12-29,B-TIM
25321,1992-6-15,B-TIM
25322,1998-9-2,B-TIM
25323,2007-8-15,B-TIM
25324,1992-1-2,B-TIM
25325,2005-7-21,B-TIM
25326,2020-12-21,B-TIM
25327,2006-12-4,B-TIM
25328,2013-1-26,B-TIM
25329,1987-2-3,B-TIM
25330,2003-11-18,B-TIM
25331,1996-9-9,B-TIM
25332,2002-4-25,B-TIM
25333,2018-3-8,B-TIM
25334,1995-10-9,B-TIM
25335,1985-7-16,B-TIM
25336,1988-7-22,B-TIM
25337,2016-4-3,B-TIM
25338,1988-4-4,B-TIM
25339,1994-6-21,B-TIM
25340,2013-10-15,B-TIM
25341,1984-7-10,B-TIM
25342,2015-7-30,B-TIM
25343,1999-3-20,B-TIM
25344,1983-4-5,B-TIM
25345,2007-12-22,B-TIM
25346,2012-6-30,B-TIM
25347,2003-12-12,B-TIM
25348,2001-9-1,B-TIM
25349,1985-3-14,B-TIM
25350,1988-3-7,B-TIM
25351,2006-1-13,B-TIM
25352,1989-11-23,B-TIM
25353,1998-10-14,B-TIM
25354,2011-2-3,B-TIM
25355,2005-12-4,B-TIM
25356,2003-5-9,B-TIM
25357,2012-7-11,B-TIM
25358,2011-8-8,B-TIM
25359,2006-12-12,B-TIM
25360,2020-8-8,B-TIM
25361,2003-10-19,B-TIM
25362,1990-8-28,B-TIM
25363,1996-11-20,B-TIM
25364,2020-8-1,B-TIM
25365,2016-5-22,B-TIM
25366,1982-6-10,B-TIM
25367,2010-10-4,B-TIM
25368,1990-6-29,B-TIM
25369,1990-9-25,B-TIM
25370,1983-9-8,B-TIM
25371,2010-6-11,B-TIM
25372,1980-12-14,B-TIM
25373,1992-6-14,B-TIM
25374,1997-10-12,B-TIM
25375,1995-12-28,B-TIM
25376,2013-7-21,B-TIM
25377,1982-2-12,B-TIM
25378,1986-7-19,B-TIM
25379,1985-3-2,B-TIM
25380,1994-4-12,B-TIM
25381,2001-9-14,B-TIM
25382,1999-8-10,B-TIM
25383,1995-1-16,B-TIM
25384,1995-3-23,B-TIM
25385,2011-7-20,B-TIM
25386,1987-11-16,B-TIM
25387,2011-6-21,B-TIM
25388,1996-2-16,B-TIM
25389,2008-4-2,B-TIM
25390,1999-10-5,B-TIM
25391,1984-5-12,B-TIM
25392,2005-1-27,B-TIM
25393,2020-1-31,B-TIM
25394,2000-2-25,B-TIM
25395,1984-5-8,B-TIM
25396,2015-3-20,B-TIM
25397,1987-11-4,B-TIM
25398,1998-5-24,B-TIM
25399,2000-2-20,B-TIM
25400,2006-7-10,B-TIM
25401,2014-1-19,B-TIM
25402,2013-4-20,B-TIM
25403,1981-6-4,B-TIM
25404,1986-8-11,B-TIM
25405,1991-11-10,B-TIM
25406,2012-5-8,B-TIM
25407,1987-11-13,B-TIM
25408,1983-11-1,B-TIM
25409,2004-3-12,B-TIM
25410,2012-12-25,B-TIM
25411,1985-12-19,B-TIM
25412,2001-7-10,B-TIM
25413,2009-1-18,B-TIM
25414,2003-11-1,B-TIM
25415,2001-8-4,B-TIM
25416,2000-8-23,B-TIM
25417,1992-12-5,B-TIM
25418,2015-11-2,B-TIM
25419,1992-10-22,B-TIM
25420,1997-9-13,B-TIM
25421,2005-5-15,B-TIM
25422,2018-11-14,B-TIM
25423,2008-1-21,B-TIM
25424,2001-4-12,B-TIM
25425,2014-2-6,B-TIM
25426,2011-1-18,B-TIM
25427,2002-10-21,B-TIM
25428,2006-6-14,B-TIM
25429,2016-4-10,B-TIM
25430,2011-5-27,B-TIM
25431,2004-2-31,B-TIM
25432,2018-5-6,B-TIM
25433,2018-5-3,B-TIM
25434,2017-12-8,B-TIM
25435,2010-10-29,B-TIM
25436,2018-8-7,B-TIM
25437,2012-10-13,B-TIM
25438,2015-12-25,B-TIM
25439,2002-1-7,B-TIM
25440,1982-5-30,B-TIM
25441,2007-12-4,B-TIM
25442,2004-10-29,B-TIM
25443,2020-8-7,B-TIM
25444,1991-7-11,B-TIM
25445,1987-5-15,B-TIM
25446,2013-8-22,B-TIM
25447,1988-11-8,B-TIM
25448,1986-5-13,B-TIM
25449,2000-11-10,B-TIM
25450,1988-5-2,B-TIM
25451,2005-4-20,B-TIM
25452,2012-5-11,B-TIM
25453,2008-2-30,B-TIM
25454,1982-10-26,B-TIM
25455,2018-12-15,B-TIM
25456,1997-9-30,B-TIM
25457,1999-10-1,B-TIM
25458,1992-2-28,B-TIM
25459,2006-9-18,B-TIM
25460,1997-6-24,B-TIM
25461,1983-7-4,B-TIM
25462,1988-12-5,B-TIM
25463,2020-9-17,B-TIM
25464,1983-5-16,B-TIM
25465,1980-8-30,B-TIM
25466,1980-7-8,B-TIM
25467,2003-10-2,B-TIM
25468,1986-1-1,B-TIM
25469,2001-1-16,B-TIM
25470,2017-8-2,B-TIM
25471,1990-12-10,B-TIM
25472,2011-8-17,B-TIM
25473,1984-2-14,B-TIM
25474,2012-7-19,B-TIM
25475,2003-9-31,B-TIM
25476,1981-3-10,B-TIM
25477,2020-12-15,B-TIM
25478,2010-1-17,B-TIM
25479,1985-3-1,B-TIM
25480,2009-10-3,B-TIM
25481,1982-12-26,B-TIM
25482,2016-10-12,B-TIM
25483,2000-9-4,B-TIM
25484,1998-5-7,B-TIM
25485,1985-3-26,B-TIM
25486,1981-7-27,B-TIM
25487,1985-6-1,B-TIM
25488,1990-4-28,B-TIM
25489,1986-3-21,B-TIM
25490,1986-10-22,B-TIM
25491,1986-7-21,B-TIM
25492,1987-12-16,B-TIM
25493,2016-2-12,B-TIM
25494,2010-11-10,B-TIM
25495,2013-2-12,B-TIM
25496,1992-1-30,B-TIM
25497,2004-4-6,B-TIM
25498,1986-3-2,B-TIM
25499,2015-8-29,B-TIM
25500,2000-10-30,B-TIM
25501,2008-5-2,B-TIM
25502,2005-12-6,B-TIM
25503,2006-12-9,B-TIM
25504,2002-12-29,B-TIM
25505,1993-1-9,B-TIM
25506,2002-9-4,B-TIM
25507,2015-12-2,B-TIM
25508,1999-6-15,B-TIM
25509,2014-12-9,B-TIM
25510,2002-7-24,B-TIM
25511,1984-11-12,B-TIM
25512,2003-8-10,B-TIM
25513,1989-5-12,B-TIM
25514,2015-6-4,B-TIM
25515,2003-4-12,B-TIM
25516,1991-9-14,B-TIM
25517,2019-4-31,B-TIM
25518,1986-12-2,B-TIM
25519,2001-10-18,B-TIM
25520,1996-3-25,B-TIM
25521,1989-8-20,B-TIM
25522,1981-2-31,B-TIM
25523,2000-9-5,B-TIM
25524,2000-3-2,B-TIM
25525,1980-7-19,B-TIM
25526,1995-11-7,B-TIM
